Glottocode	Parent Glottocode	Node Name	ISO Code	family_id	level	latitude	longitude
mong1346	goro1257	Mongondowic		aust1307	family		
mong1348	mong1344	Mongol (Papua New Guinea)		kera1258	dialect		
mong1349		Mongolic-Khitan			family		
mong1350	tsha1245	Mongar-Trashigang		sino1245	dialect		
mong1351	vieu1234	Mongoic		atla1278	family		
moni1237	mang1426	Mangue	mom	otom1299	language	13.5343	-85.1746
moni1258	aust1305	Monic		aust1305	family		
moni1259	libi1244	Monia		atla1278	dialect		
moni1260	pera1257	Moning		aust1307	dialect		
moni1261	pani1259	Moni	mnz	nucl1709	language	-3.72962	136.886
monj1234	tete1250	Monja		atla1278	dialect		
monk1234	sout3386	Monkin		atla1278	dialect		
monn1251	thoo1240	Mon (Vietnam)		aust1305	dialect		
monn1252	moni1258	Mon	mnw	aust1305	language	15.49394	98.122465
monn1253	kony1248	Mon (India)		sino1245	dialect		
mono1268	hres1236	Monom	moo	aust1305	language	14.5948	108.348
mono1269	mund1324	Mono (Cameroon)	mru	atla1278	language	8.78372	14.2254
mono1270	mids1242	Mono (Democratic Republic of Congo)	mnh	atla1278	language	4.57915	19.8264
mono1271	biak1248	Monoarfu		aust1307	dialect		
mono1273	mono1280	Mono-Alu	mte	aust1307	language	-7.05102	155.76
mono1274	mono1273	Mono		aust1307	dialect		
mono1275	west2621	Mono (USA)	mnr	utoa1244	language	37.1935	-119.347
mono1279	marb1239	Monogoy		afro1255	dialect		
mono1280	nort3225	Mono-Uruavan		aust1307	family		
monq1236	uncl1493	Monqui		uncl1493	language		
mons1234	moyo1240	Monsang Naga	nmh	sino1245	language	24.5322	94.2164
mont1268	cree1271	Montagnais	moe	algi1248	language	49.0533	-68.7376
mont1269	mohe1244	Montauk		algi1248	dialect		
mont1271	nort2985	Monte Verde Mixtec		otom1299	dialect	17.533751	-97.721489
mont1280	anga1311	Montol	mtl	afro1255	language	9.01778	9.65014
mont1282	east2821	Montenegrin Standard	cnr	indo1319	dialect		
monu1249		Bogia			family		
monz1249	monz1253	Monzombo	moj	atla1278	language	3.19008	18.5129
monz1250	budz1238	Monzamboli		atla1278	dialect		
monz1251	huam1248	Monzón		quec1387	dialect		
monz1253	rive1263	Monzomboic		atla1278	family		
moom1238	yasa1242	Mooma		atla1278	dialect		
moon1238	toba1280	Moonde		afro1255	dialect		
mooo1239	bamb1263	Moo	gwg	atla1278	language	9.44081	11.204
moor1245	main1285	Bökingharde		indo1319	dialect		
moor1246	waro1242	Mo'or		aust1307	dialect		
moos1236	cree1272	Moose Cree	crm	algi1248	language	51.0686	-80.6912
mopa1243	yuca1252	Mopan	mop	maya1287	language	16.3533	-89.0673
mopl1237	mala1464	Moplah		drav1251	dialect		
moqa1238	sout2697	Moqaddam		turk1311	dialect		
mora1239	sout1499	Moraid	msg	west1493	language	-1.04083	131.965
mora1270	nort3324	Moravian Romani		indo1319	dialect		
mora1271	koch1247	Morangiya		indo1319	dialect		
mora1272	koch1247	Morangia		indo1319	dialect		
mora1273	mail1249	Morawa	mze	mail1249	language	-10.1321	148.671
mora1274	ovan1234	Moramål		indo1319	dialect		
morb1238	moro1281	Morbo		cent2225	dialect		
morb1239		Mor (Bomberai Peninsula)	moq		language	-2.85747	132.845
mord1256	ural1272	Mordvin		ural1272	family		
more1254	tago1246	Moreb		rash1249	dialect		
more1255		Yam			family		
more1256	more1255	Morehead-Maro		more1255	family		
more1257	hitu1239	Morela		aust1307	dialect		
more1258	anam1250	Moresada	msx	nucl1709	language	-4.57497	144.988
more1259	cent2258	Morelos Nahuatl	nhm	utoa1244	language	18.9161	-99.1322
more1262	tupi1286	Morerebi	xmo	unat1236	language	-8.66822	-61.3858
more1263	chap1271	Moreic-Waric		chap1271	family		
more1264	more1263	Moreic		chap1271	family		
mori1265	solo1263	Morigele		tung1282	dialect		
mori1266	abee1242	Morie		atla1278	dialect		
mori1267	maor1247	Moriori		aust1307	language	-44	-176.5
mori1268	east2490	Mori Bawah	xmz	aust1307	language	-2.56016	121.37
mori1269	inte1258	Mori Atas	mzq	aust1307	language	-2.2555	121.035
mori1270	anem1248	Mori		yare1250	dialect		
mori1271	tura1266	Morigi	mdb	kiwa1251	language	-7.62961	143.88
mori1272	nort2934	Morioka		japo1237	dialect		
mori1273	cham1317	Morike		araw1281	language	-5.634573	-73.126831
mori1277	muku1242	Moriko		afro1255	dialect		
mori1278	isle1246	Morisyen	mfe	indo1319	language	-20.2613	57.5517
mori1279	nonn1234	Morin Daba Dagur		mong1349	dialect		
morm1235	sout3229	Mor (Mor Islands)	mhz	aust1307	language	-2.87055	135.95
moro1242	asli1244	Moroccan Sign Language	xms	sign1238	language	32.139	-7.69607
moro1280	anyi1245	Moronou		atla1278	dialect		
moro1281	bayo1261	Morom	bdo	cent2225	language	12.14611	17.64653
moro1282	sara1341	Baka-Beli		cent2225	family		
moro1284	gber1234	Morokodo	mgc	cent2225	language	5.5103	30.0229
moro1285	west2503	Moro	mor	heib1242	language	10.9194	30.2138
moro1286	sout3194	Ande	mrp	aust1307	language	-15.3498	166.891
moro1287	east2489	Moronene	mqn	aust1307	language	-4.62361	121.824
moro1289		Marori	mok		language	-8.5692	140.688
moro1290	gale1259	Morotai		nort2923	dialect		
moro1291	sats1241	Morogata		japo1237	dialect		
moro1292	moro1295	Moroccan Arabic	ary	afro1255	language	32.5	-7.5
moro1293	moro1282	Morokodo-Beli		cent2225	family		
moro1295	nort3191	Moroccan-Andalusian Arabic		afro1255	family		
moro1296	bagi1248	Morom-Jaya-Naba		cent2225	family		
mors1234	rang1267	Morsephang		sino1245	dialect		
mort1237	mort1238	Mortlockese	mrl	aust1307	language	5.50735	153.710778
mort1238	east2764	Mortlockese-Trukese		aust1307	family		
moru1251	band1342	Moruba		atla1278	dialect		
moru1252	cent2225	Moru-Madi		cent2225	family		
moru1253	moru1252	Moru	mgd	cent2225	language	5.1232	30.3287
moru1254	moru1253	Moruwa'di		cent2225	dialect		
mosa1240	lung1253	Muishaung		sino1245	dialect	27.0964	95.9001
mose1249		Mosetén-Chimané	cas		language	-14.64448	-67.83756
mosi1246	teke1278	Mosieno		atla1278	dialect		
mosi1247	okie1247	Akie	mwy	nilo1247	language	-5.43471	37.1869
mosi1248	wama1249	Mosimo	mqv	nucl1709	language	-4.95226	145.605
mosk1236	meax1236	Moskona	mtj	east1459	language	-1.62201	133.145
moss1236	moss1238	Mossi	mos	atla1278	language	11.95	-1.32
moss1237	nort3234	Mossi-Farefare		atla1278	family		
moss1238	moss1237	Mossic		atla1278	family		
moss1239	pana1307	Mossâmedes Southern Kayapó		nucl1710	dialect		
mosu1234	chal1275	Mosul Plain Christian Neo-Aramaic		afro1255	dialect		
mosu1235	anat1261	Mosul Arabic		afro1255	dialect		
mota1237	torr1262	Mota	mtt	aust1307	language	-13.835361	167.690924
mote1237	ngir1251	Motemboic		atla1278	family		
moti1240	ngan1299	Motiem		atla1278	dialect		
motk1236	diml1238	Motki		indo1319	dialect		
motl1237	torr1262	Mwotlap	mlv	aust1307	language	-13.655015	167.706277
motl1238	motl1237	Motlav		aust1307	dialect		
motm1238	mere1247	Moto-Mar		cent2225	dialect		
moto1243	moch1257	Motozintleco		maya1287	dialect		
motu1246	west2850	Motu	meu	aust1307	language	-9.67492	147.424
motu1248	pidg1258	Motu-based pidgin		pidg1258	family		
moug1238	mbay1241	Mougo		cent2225	dialect		
mouk1239	bibl1237	Mouk-Aria	mwh	aust1307	language	-5.71155	149.158
mouk1240	mouk1239	Mouk		aust1307	dialect		
moun1250	uppe1423	Mountain Upper Markham		aust1307	family		
moun1252	biag1235	Mountain Koiali	kpx	koia1260	language	-9.06973	147.384
moun1253	okkk1242	Mountain Ok		nucl1709	family		
moun1254	otin1234	Mountain Oti North Guang		atla1278	family		
moun1255	deaf1237	Mount Avejaha Sign Language		sign1238	language		
moun1256	cahu1264	Mountain Cahuilla		utoa1244	dialect		
moun1257	nort2942	Mountain Slavey		atha1245	dialect	63	-125.75
mouw1234	tura1264	Mouwase	jmw	tura1263	language	-7.442	143.808
mova1237	mowo1238	Mowar		saha1256	dialect		
move1241	yaga1260	Move		nucl1709	dialect	-6.358	145.42
movi1243		Movima	mzp		language	-13.8115	-65.6348
mowo1238	bilm1238	Mobar		saha1256	dialect		
moxe1238	nort3382	Moxev		kart1248	dialect		
moxo1234	moxo1235	Mojeño		araw1281	family		
moxo1235	boli1260	Mojeno-Paunaca		araw1281	family		
moya1235	masa1325	Moyadan Itneg	ity	aust1307	language	17.4232	120.702
moye1234	kasa1251	Moyen Kasai-Ngounie		atla1278	family		
moye1235	moic1236	Moye		atla1278	dialect		
moyo1238	moyo1240	Moyon	nmo	sino1245	language	24.4793	94.3421
moyo1239	madi1260	Moyo		cent2225	dialect		
moyo1240	oldk1252	Moyon-Monsang Naga		sino1245	family		
moza1235	deaf1237	Mozambican Sign Language	mzy	sign1238	language	-19.811	34.613
moza1249	unsh1234	Mozarabic	mxi	indo1319	language	37.8763	-1.79724
moza1250	zena1250	Northern Saharan Oasis Berber		afro1255	family		
moza1251	ngon1269	Mozambican Ngoni	xnq	atla1278	language	-12.923	38.892
mozo1238	anga1288	Mozome		sino1245	dialect		
mpad1242	koto1269	Mpade	mpi	afro1255	language	12.561391	14.446893
mpak1240	mono1270	Mpaka		atla1278	dialect		
mpal1237	nort2758	Mpalityanh-Luthigh		pama1250	language	-12.16733589	142.4853284
mpal1238	mpal1237	Mpalitjanh	xpj	pama1250	dialect		
mpam1238	mong1338	Mpama (Mongo)		atla1278	dialect		
mpam1239	boba1248	Mpama		atla1278	language	-0.739203	17.685662
mpar1238	east2379	Mparntwe Arrernte		pama1250	dialect		
mpie1238	mpie1239	Mpiemo	mcx	atla1278	language	3.45776	15.5246
mpie1239	mpoi1234	Mpiemo-Ukhwejo		atla1278	family		
mpii1239	bika1252	Mpi	mpz	sino1245	language	18.1717	100.21
mpii1240	song1299	Mpiin		atla1278	dialect		
mpin1234	mbun1247	Mpinda	pnd	atla1278	language	-10.76	13.72
mpoi1234	maka1323	Mpoic		atla1278	family		
mpom1238	mpon1254	Mpomam		atla1278	dialect		
mpon1251	xhos1239	Mpondomise		atla1278	dialect		
mpon1252	xhos1239	Mpondo		atla1278	dialect		
mpon1253	ntom1248	Mpongo		atla1278	dialect		
mpon1254	mpoi1234	Mpongmpong	mgg	atla1278	language	3.14015	14.866
mpon1255	myen1241	Mpongwe		atla1278	dialect		
mpoo1238	basa1284	Mpo		atla1278	dialect		
mpot1240	mate1261	Mpoto	mpa	atla1278	language	-11.13767	34.71269
mpot1241	boto1250	Mpotovoro	mvt	aust1307	language	-15.8988	167.232
mpra1235	unun9902	Mpra		atla1278	language	8.867	-1.25
mpuo1241	klce1234	Mbuun	zmp	atla1278	language	-5.21134	19.4269
mpur1239		Mpur	akc		language	-0.7489	133.166
mpus1238	munj1246	Mpus		afro1255	dialect		
mput1234	kwil1239	Mput		atla1278	dialect		
mpuu1241	ngun1272	Ampumpwom		atla1278	dialect		
mpuu1242	wuum1239	Mpuun		atla1278	dialect		
mpye1238	mpie1238	Mpyemo		atla1278	dialect		
mran1234	sout3159	Mranmaic		sino1245	family		
mras1239	shor1247	Mrassa		turk1311	dialect		
mria1237	sasa1249	Mriak-Mriku		aust1307	dialect		
mrim1238	swah1253	Mrima		atla1278	dialect		
mroc1235	khom1240	Mro Chin	cmr	sino1245	language	19.71	93.995
mroo1239	chra1242	Mro		aust1305	dialect		
mrui1235	sino1245	Mruic		sino1245	family		
mruu1242	mrui1235	Mru	mro	sino1245	language	21.472	92.318
mser1242	koto1263	Mser	kqx	afro1255	language	11.9765	15.0373
mtez1238	kuke1242	Mtezi		atla1278	dialect		
mtir1235	inag1234	Mt. Iriga Agta	agz	aust1307	language	13.4566	123.463
mtir1236	inag1234	Mt. Iraya Agta	atl	aust1307	language	13.4588	123.552
mtiu1238	nort3382	Mtiuletian-Gudamaqrian		kart1248	dialect		
mual1240	muon1246	Mual		aust1305	dialect		
mual1241	iban1269	Mualang	mtd	aust1307	language	0.31083	111.077
muan1234	mond1268	Muangphe		sino1245	language	23.631962	105.182285
muat1238	esee1247	Muaturaina		koia1260	dialect		
muba1238	west2867	Mubami	tsx	anim1240	language	-7.5501	142.998
mubi1239	foii1241	Mubi (Foi)		east2499	dialect		
mubi1246	mubi1247	Mubi	mub	afro1255	language	12.6893	19.5902
mubi1247	east2709	Mubic		afro1255	family		
muck1238	sout2965	Muckleshoot		sali1255	dialect		
mucu1234	timo1263	Mucunchi		timo1237	dialect		
muda1235	akha1246	Muda	ymd	sino1245	language	21.95	100.6
mudb1240	guri1250	Mudburra	dmw	pama1250	language	-16.7694	132.329
mudb1241	guri1253	Mudburra Auxiliary Sign Language		sign1238	dialect		
mudh1235	olla1234	Mudhili Gadaba	gau	drav1251	language	18.276	83.378
mudi1234	nort2723	Mùdǐqīng Pumi		sino1245	dialect		
mudu1239	mudu1245	Muduga	udg	drav1251	language	11.062	76.5627
mudu1241	kora1289	Mudu Koraga	vmd	drav1251	language	12.6224	75.1061
mudu1242	bali1280	Muduapa	wiv	aust1307	language	-4.69751	149.489
mudu1245	irul1245	Muduga-Palu		drav1251	family		
muel1234	uncl1493	Muellamues		uncl1493	language		
muer1238	guan1266	Muerzong		sino1245	dialect		
mufi1238	mufi1239	Mufian	aoj	nucl1708	language	-3.57932	142.955
mufi1239	arap1279	Mufian-Bukiyip-Abu		nucl1708	family		
mufu1234	mund1328	Mufu		atla1278	dialect		
mufw1238	buru1301	Mufwa		nilo1247	dialect		
muga1241	mugo1238	Mugali		sino1245	dialect		
muga1242	saga1262	Mugange		atla1278	dialect		
mugh1242	oriy1255	Mughalbandi		indo1319	dialect		
mugh1243	buru1301	Mughaja		nilo1247	dialect		
mugi1235	nucl1774	Mugin		nakh1245	dialect		
mugo1238	must1234	Mugom	muk	sino1245	language	29.59203	82.4549
mugu1242	kweg1241	Muguji		surm1244	dialect		
mugu1243	nucl1630	Muguani		koia1260	dialect		
muhe1234	seba1251	Muher		afro1255	dialect		
muhu1241	mefe1242	Muhura		afro1255	dialect		
muhu1242	jina1244	Muhulu		afro1255	dialect		
muin1242	bora1262	Muinane	bmr	bora1262	language	-0.8652	-72.4249
muir1238	nort3280	Muirin		nakh1245	dialect		
muji1235	high1272	Muji		sino1245	family		
muji1236	book1242	Muji Yi	ymj	book1242	language		
muka1237	cent2101	Mukah-Oya		aust1307	dialect		
mukh1238	telu1265	Mukha-Dora	mmk	drav1251	language	17.4467	81.5663
mukl1234	tuts1236	Muklomic		sino1245	language	27.626127	96.427282
mukl1235	mukl1234	Muklom		sino1245	dialect	26.9944	95.7121
muko1237	luna1246	Muko-Muko	vmo	aust1307	dialect		
mukr1239	cent1972	Mukri		indo1319	dialect		
muku1240	bemb1257	Mukula (Zambia)		atla1278	dialect		
muku1242	east2633	Mukulu	moz	afro1255	language	11.8644	18.1822
mukw1234	torr1259	Mukweym		nucl1708	dialect		
mula1252	kams1241	Mulam-Kam		taik1256	family		
mula1253	mula1252	Mulam	mlm	taik1256	language	24.8151	108.928
mula1254	kwal1257	Mulaha	mfw	kwal1257	language	-9.68333	147.45
mula1255	sout3267	Mulan		aust1307	dialect		
mule1238	kiny1244	Mulenge		atla1278	dialect		
mulg1243	east2357	Mulgaon-Wangtang		sino1245	dialect		
mulg1249	voro1241	Mulgi		ural1272	dialect		
muli1236	west2594	Mulia Dani		nucl1709	dialect		
mull1237	nort1547	Mullukmulluk	mpb	nort1547	language	-13.427	130.664
mull1244	mala1541	Mullu Kurumba	kpb	drav1251	language	11.29	76.7
mull1247	puna1279	Muller-Schwaner		aust1307	family		
mulo1238	sima1258	Mulonga		atla1278	dialect		
muls1238	anal1239	Mulsom		sino1245	dialect		
mult1243	cent2408	Multani		indo1319	dialect		
mulu1242	kony1248	Mulung		sino1245	dialect		
mulu1243	yala1261	Muluridyi	vmu	pama1250	language	-17.0601	145.329
muly1238	baca1246	Mulyen		afro1255	dialect		
mume1239	buan1245	Mumeng		aust1307	family		
mumm1238	sika1264	Mum	kqa	nucl1709	language	-4.83462	145.059
mumo1239	kamb1297	Mumoni		atla1278	dialect		
mumu1249	samb1322	Mumuye-Yandang		atla1278	family		
mumu1250	mumu1249	Mumuyic		atla1278	family		
mumv1239	kati1270	Mumviri		indo1319	dialect	35.673579	71.343918
muna1238	book1242	Munaseli Pandai		book1242	language		
muna1246	sout2928	Muna-Buton		aust1307	family		
muna1247	west2847	Muna	mnb	aust1307	language	-5.40419	122.541
munc1235	daai1235	Mün Chin	mwq	sino1245	language	20.289	94.3929
mund1320	homu1234	Mundari	unr	aust1305	language	23.03	85.85
mund1321	book1242	Munda	unx	book1242	language	25.0391	87.1792
mund1324	tupu1245	Mundangic		atla1278	family		
mund1325	mund1324	Mundang	mua	atla1278	language	9.83195	14.4751
mund1326	east2391	Mündü	muh	atla1278	language	4.22755	29.9967
mund1327	mund1338	Mundani	mnf	atla1278	language	5.68073	9.91533
mund1328	jiii1234	Mundabli-Mufu	boe	atla1278	language	6.59969	10.2704
mund1329	east2909	Mundurukuic		tupi1275	family		
mund1330	mund1329	Mundurukú	myu	tupi1275	language	-8.41095	-57.691
mund1334	mund1337	Mindat	mmf	afro1255	language	9.15151	8.76875
mund1335	aust1305	Mundaic		aust1305	family		
mund1336	kher1245	Mundaric		aust1305	family		
mund1337	roni1235	Mundat-Karfa		afro1255	family		
mund1338	momo1242	Mundani-Njen		atla1278	family		
mund1339	book1242	Mundari (Retired)	muw	book1242	language		
mund1340	mund1328	Mundabli		atla1278	dialect		
mund1341	ngem1255	Mundum		atla1278	dialect		
mung1263	phun1245	Mung		sino1245	dialect		
mung1264	nort3332	Mungre		sino1245	dialect		
mung1265	dual1243	Mungo		atla1278	dialect		
mung1266	mbam1253	Mungaka	mhk	atla1278	language	5.89752	10.0294
mung1267	ncan1245	Mungong		atla1278	dialect		
mung1268	birr1240	Munga		cent2225	dialect		
mung1269	cent2308	Munggui	mth	aust1307	language	-1.66773	135.918
mung1270	renn1242	Mungiki		aust1307	dialect		
mung1271	renn1242	Munggava		aust1307	dialect		
mung1272	boan1245	Mungkip	mpv	nucl1709	language	-6.46208	146.747
mung1275	abar1238	Mungba		atla1278	dialect		
mung1276	kuku1277	Mungkanic		pama1250	family		
mung1277	mung1276	Mungkan-Mungkanhu		pama1250	family		
muni1255	lowe1465	Munib		nakh1245	dialect		
muni1256	nucl1573	Munan		aust1307	family		
muni1257	koko1271	Munit	mtc	nucl1709	language	-5.24329	145.548
muni1258		Muniche	myr		language	-5.7441796	-76.426712
muni1259	muni1256	Munic		aust1307	family		
munj1244	yidg1239	Munji	mnj	indo1319	language	35.9321	70.9404
munj1245	boik1241	Munji (Papua New Guinea)		nduu1242	dialect		
munj1246	musg1254	Munjuk-Nord		afro1255	dialect		
munj1247	musg1254	Munjuk-Sud		afro1255	dialect		
munj1248	mond1268	Munji-Mantsi		sino1245	family		
munk1243	iran1263	Münkü		iran1263	dialect		
munk1244	mung1275	Munken		atla1278	dialect		
muns1250	iris1253	Munster-Leinster		indo1319	dialect		
muns1251	comm1246	Munsee	umu	algi1248	language	41.11	-74.17
muns1252	west2356	Münsterlandisch		indo1319	dialect		
munt1238	roma1327	Muntenian		indo1319	dialect		
munu1238	ngar1284	Munumburru		worr1236	dialect	-14.700834	126.754387
muny1238	gupa1247	Munyuku		pama1250	dialect		
muny1242	orma1241	Munyo		afro1255	dialect		
muon1245	viet1251	Muongic		aust1305	family		
muon1246	muon1245	Muong	mtq	aust1305	language	20.7374	105.186
mupu1234	mwag1236	Mupun		afro1255	dialect		
mura1269	gunw1252	Kuninjku		gunw1250	dialect		
mura1270	assa1269	Murasi		tama1329	dialect		
mura1271	nucl1777	Muratayak	asx	nucl1709	language	-5.74416	146.54
mura1272	gali1262	Murato		cari1283	dialect		
mura1273	pira1253	Múra		pira1253	dialect		
mura1277	wand1278	Mura		afro1255	dialect		
mura1278	cand1248	Murato-Chapra		cand1248	dialect		
murc1238	stan1288	Murcian		indo1319	dialect		
mure1235		Mure			language	-13.636709	-62.2020909
mure1236	nucl1774	Murego-Gubden		nakh1245	dialect		
muri1258	halb1244	Muri		indo1319	dialect		
muri1259	kaya1336	Murik (Malaysia)	mxr	aust1307	language	3.7519	114.434
muri1260	norr1244	Murik (Papua New Guinea)	mtf	lowe1423	language	-3.86959	144.166
muri1261	macr1274	Murilo-Fanapanges		aust1307	family		
muri1262	sout3367	Muria		drav1251	family		
murk1238	lepk1239	Murkim	rmh	lepk1239	language	-4.07548	140.913
murl1244	didi1256	Murle	mur	surm1244	language	6.69756	33.988
muro1241	kyot1238	Muromachi		japo1237	dialect		
murp1234	kora1297	Mur Pano	tkv	aust1307	language	-5.6642	146.522
murr1257	djin1253	Murrungun		pama1250	dialect		
murr1258	sout2772	Murriny Patha	mwf	sout2772	language	-14.74852	129.70152
murr1259	murr1258	Murrinhpatha		sout2772	dialect		
murr1260	murr1258	Murrinhdiminin		sout2772	dialect		
murr1261	murr1258	Murrinhkura		sout2772	dialect		
murr1262	kibe1241	Murru		maba1274	dialect		
murs1242	suri1266	Mursi	muz	surm1244	language	5.69801	36.0971
muru1265	news1235	Muruwaric		pama1250	family		
muru1266	muru1265	Muruwari	zmu	pama1250	language	-28.9618	146.546
muru1267	sout2792	Murugu		atla1278	dialect		
muru1268	ngam1268	Murum		cent2225	dialect		
muru1269	sian1254	Murung 2		aust1307	dialect		
muru1272	timu1262	Murut Padas		aust1307	dialect		
muru1273	wama1249	Murupi	mqw	nucl1709	language	-5.0245	145.606
muru1274	mini1255	Murui Huitoto	huu	huit1251	language	-1.13669	-73.8331
muru1275	grea1294	Murutic		aust1307	family		
musa1261	bhoj1244	Musahari		indo1319	dialect		
musa1262	mait1250	Musar (Maithili)		indo1319	dialect		
musa1263	unun9886	Musasa	smm	indo1319	language	26.7329	87.5304
musa1264	yalu1240	Musaia		mand1469	dialect		
musa1265	tibo1243	Hember Avu	mmi	nucl1709	language	-4.70258	145.413
musa1266	aisi1234	Aisi	mmq	nucl1709	language	-5.37407	145.197
muse1238	lamo1244	Musen		aust1307	dialect		
muse1242	marb1245	Musey	mse	afro1255	language	9.81612	15.4115
musg1253	maza1304	Musgoi		afro1255	dialect		
musg1254	musg1256	Musgu	mug	afro1255	language	10.8439	15.1065
musg1256	bium1279	Musgu-Mbara		afro1255	family		
mush1238	zigu1244	Mushungulu	xma	atla1278	dialect	0.00689	42.6626
mush1239	cakf1236	Mushere		afro1255	dialect		
mush1240	homs1234	Mush-Tigranakert		indo1319	dialect		
mush1241	nort3328	Mush Kurmanji		indo1319	dialect		
musi1241	musi1243	Musi	mui	aust1307	language	-2.93987	103.945
musi1242	reja1240	Rejang Musi		aust1307	dialect		
musi1243	cent2391	Music		aust1307	family		
musk1252		Muskogean			family		
musk1256	bium1279	Muskum	mje	afro1255	language	11.5697	15.4113
musk1257	east2906	Muskau		indo1319	dialect		
musl1236	cauc1242	Muslim Tat	ttt	indo1319	language	41.425062	46.645589
musl1237	east2844	Muslim Pontic Greek		indo1319	dialect		
muso1238	muso1239	Musom	msu	aust1307	language	-6.53817	146.93
muso1239	busu1245	Musom-Sirak		aust1307	family		
musq1240	down1241	Musqueam		sali1255	dialect		
muss1244	mush1240	Mush		indo1319	dialect		
muss1245	gand1253	Musselmani		indo1319	dialect		
muss1246	stma1240	Mussau-Emira	emi	aust1307	language	-1.44105	149.624
muss1248	muss1246	Mussau		aust1307	dialect		
must1234	sout3216	Mustangic		sino1245	family		
musu1240	jonk1238	Musunye		afro1255	dialect		
musu1241	ruun1238	Musumb		atla1278	dialect		
musu1242	toka1243	Musukotwani		atla1278	dialect		
musu1243	wutu1246	Musu		skoo1245	dialect		
muth1236	muth1243	Muthuvan	muv	drav1251	language	10.3524	76.7328
muth1242	mwim1241	Muthambi		atla1278	dialect		
muth1243	tami1299	Muthuvan-Mannan		drav1251	family		
muti1238	nzan1240	Mutidi		afro1255	dialect		
muts1243	sout2986	Mutsun	css	miwo1274	language	36.84721	-121.44911
mutu1242	tuam1243	Mutu	tuc	aust1307	language	-5.79405	148.014
mutu1250	nort3047	Muturuwa		afro1255	dialect		
mutu1251	sout3051	Muturami		afro1255	dialect		
mutw1238	rawa1265	Mutwang		sino1245	dialect		
muxo1234	baur1253	Muxojeona		araw1281	dialect		
muya1239	qian1263	Muya		sino1245	family	29.8226	102.205
muya1243	mada1300	Muyang	muy	afro1255	language	10.86047	14.21246
muyu1244	kili1271	Muyuw	myw	aust1307	language	-9.195	152.731
muzi1235	nucl1309	Muzi	ymz	sino1245	language	23.086	103.464
muzo1235	uncl1493	Muzo		uncl1493	language		
muzu1238	munj1246	Muzuk		afro1255	dialect		
mvae1238	fang1246	Mvae		atla1278	dialect		
mvan1238	mvan1239	Mvano	mcj	atla1278	language	6.75724	11.1843
mvan1239	mbon1254	Mvano-Ndunda		atla1278	family		
mvet1238	ewon1239	Mvete		atla1278	dialect		
mvit1238	swah1253	Mvita		atla1278	dialect		
mvog1242	ewon1239	Mvog-Niengue		atla1278	dialect		
mvub1239	lese1245	Mvuba	mxh	cent2225	language	0.7398	29.6656
mvum1238	kwas1243	Mvumbo		atla1278	dialect		
mvum1239	west2967	Mvumboic		atla1278	family		
mwag1236	west2717	Mwaghavul	sur	afro1255	language	9.47205	8.96522
mwak1234	mong1343	Mwakai-Pondi		kera1258	family		
mwal1237	como1260	Mwali Comorian	wlc	atla1278	language	-12.3164	43.741
mwal1238	duau1237	Mwalukwasia		aust1307	dialect		
mwam1244	nyak1260	Mwamba		atla1278	dialect		
mwam1245	akoo1248	Mwamenam		atla1278	dialect		
mwam1246	akoo1248	Mwambong		atla1278	dialect		
mwan1247	saba1282	Mwani	wmw	atla1278	language	-12.5821	40.4601
mwan1248	tait1250	Mwanda		atla1278	dialect		
mwan1249	haya1250	Mwani (Haya)		atla1278	dialect		
mwan1250	wanm1243	Mwan	moa	mand1469	language	7.87533	-5.94577
mwat1237	buna1279	Mwatebu	mwa	aust1307	language	-10.0271	151.066
mwen1238	sima1258	Mwenyi		atla1278	dialect	-14.73379	22.45046
mwer1247	nyan1319	Mwera (Nyasa)	mjh	atla1278	language	-11.3304	34.8959
mwer1248	yaoi1234	Mwera (Chimwera)	mwe	atla1278	language	-9.75639	38.8762
mwer1249	nyam1276	Mweri		atla1278	dialect		
mwer1250	merl1237	Mwerig		aust1307	dialect		
mwes1234	kele1262	Mwesa		atla1278	language	0.086134	13.30037
mwes1235	vure1239	Mwesen		aust1307	dialect		
mwib1234	ngur1263	Mwibara		atla1278	dialect		
mwii1234	nort2905	Mwi		nucl1708	dialect		
mwik1238	vunj1238	Mwika (Vunjo)		atla1278	dialect		
mwik1240	mboz1235	Mwika		atla1278	family		
mwil1238	nyan1305	Mwila		atla1278	dialect		
mwim1241	nith1234	Mwimbi-Muthambi	mws	atla1278	language	-0.11968	37.5939
mwim1242	mwim1241	Mwimbi		atla1278	dialect		
mwin1241	swah1253	Mwini		atla1278	dialect	0.93435	43.56061
mwom1234	shil1265	Mwomo Shilluk		nilo1247	dialect		
myan1234	deaf1237	Myanmar Sign		sign1238	family		
myce1241	east2798	Achaean Greek	gmy	indo1319	language	37.73	22.82
myce1242	myce1241	Mycenaean Greek		indo1319	dialect		
myen1241	b10b1234	Myene	mye	atla1278	language	-1.48741	9.50247
myns1238	jain1238	Mynso		aust1305	dialect		
mysi1239	phry1239	Mysian	yms	indo1319	dialect		
myso1234	sout3362	Mysore Kannada		drav1251	dialect		
mzie1235	mzie1236	Mzieme Naga	nme	sino1245	language	25.4779	93.71
mzie1236	nucl1313	Mzieme-Zeme		sino1245	family		
naaa1244	lahu1253	Na (Lahu)		sino1245	dialect		
naaa1245	bang1372	Na	nbt	sino1245	language	28.431524	93.248908
