Glottocode	Parent Glottocode	Node Name	ISO Code	family_id	level	latitude	longitude
3adt1234	nort3292	3Ad-Tekles		afro1255	dialect		
aala1237	ramo1244	Aalawa		aust1307	dialect		
aant1238	nort2920	Aantantara		nucl1709	dialect		
aari1238	ahkk1235	Aari	aiz	sout2845	family		
aari1239	aari1238		aiw	sout2845	language	5.95034	36.5721
aari1240	book1242	Aariya	aay	book1242	language		
aasa1238	sout3054	Aasax	aas	afro1255	language	-4.00679	36.8648
aasd1234	ferr1240	Aasdring		indo1319	dialect		
aata1238	sout2943	Aatasaara		nucl1709	dialect		
abaa1238	nort3305	Rngaba		sino1245	dialect		
abab1239	beja1238	Ababda		afro1255	dialect		
abab1240	ngom1276	Ababuan		atla1278	family		
abad1240	adyg1241	Abadzex		abkh1242	dialect		
abad1241	west2850	Abadi	kbt	aust1307	language	-9.03389	146.992
abad1242	fars1256	Abadei		indo1319	dialect		
abad1243	khuz1234	Abadani		indo1319	dialect		
abag1245	unun9976	Abaga	abg	nucl1709	language	-6.12028	145.665
abai1239	lund1271	Abai		aust1307	dialect		
abai1240	pait1248	Abai Sungai	abf	aust1307	language	5.55394	118.306
abai1241	muru1275	Abai Tubu-Abai Sembuak		aust1307	language	3.524226	116.162455
abaj1234	mexi1248	Abajeño Mexican Spanish		indo1319	dialect		
abak1242	anaa1238	Abak		atla1278	dialect		
abak1243	ilon1239	Abaka		aust1307	dialect		
abal1238	yele1255	Abaletti		yele1255	dialect		
abam1239	wipi1242	Abam		east2503	dialect		
aban1242	aban1245	Abanyom	abm	atla1278	language	6.30619	8.63055
aban1243	east2551	Abancay		quec1387	dialect		
aban1245	nort3374	Abanyom-Nkem-Nkum		atla1278	family		
abar1238	yemn1234	Mungbam	mij	atla1278	language	6.5805	10.2267
abar1239	mung1275	Abar		atla1278	dialect		
abau1245	sepi1257	Abau	aau	sepi1257	language	-3.97222	141.324
abay1238	agwa1247	Abayongo		atla1278	dialect		
abaz1241	abkh1243	Abaza	abq	abkh1242	language	44.25	42
abbe1238	abee1242	Abbey-Ve		atla1278	dialect		
abbr1238	sout3309	Abbruzzesi		indo1319	dialect		
abch1234	nayi1242	Abchuya'i		indo1319	dialect		
abda1238	soqo1240	Abd Al-Kuri		afro1255	dialect	12.1959	52.2282
abed1238	lugb1240	Abedju-Azaki		cent2225	dialect		
abee1242	agne1238	Abé	aba	atla1278	language	5.59682	-4.38497
abee1243	anyi1245	Abe (Anyin)		atla1278	dialect		
abel1234	samb1319	Abellen-Botolan		aust1307	family		
aben1247	garo1247	Abeng		sino1245	dialect		
aben1248	garo1247	A'beng		sino1245	dialect		
aben1249	abel1234	Abenlen Ayta	abp	aust1307	language	15.4131	120.2
aben1250	nort3414	Abenaki		algi1248	family		
abgu1238	birg1239	Abgue		afro1255	dialect		
abid1235	agne1238	Abidji	abi	atla1278	language	5.65656	-4.58421
abie1238	sout2832	Abiem		nilo1247	dialect		
abig1238	nuer1246	Abigar		nilo1247	dialect		
abil1238	nort2815	Abiliang		nilo1247	dialect		
abin1242	agwa1247	Abini		atla1278	dialect		
abin1243		Abinomn	bsa		language	-2.92281	138.891
abip1241	guai1250	Abipon	axb	guai1249	language	-29	-61
abis1238		Aewa	ash		language	-1.284096	-75.084405
abka1238	maba1277	Abkar		maba1274	dialect		
abkh1242		Abkhaz-Adyge			family		
abkh1243	abkh1242	Abkhaz-Abaza		abkh1242	family		
abkh1244	abkh1243	Abkhaz	abk	abkh1242	language	43.056218	41.159115
able1237	lubu1243	Ableg-Salegseg		aust1307	dialect		
abob1234	basa1283	Abo-Barombi		atla1278	family		
abom1238	tiri1259	Abom	aob	anim1240	language	-8.42448	142.842
abon1238	nort3192	Abon	abo	atla1278	language	6.90621	10.8769
aboo1241	boky1238	Abo (Bokyi)		atla1278	dialect		
aboo1242	ukwu1241	Abo		atla1278	dialect		
abou1238	mara1396	Abou Charib		tama1329	dialect		
abra1237	iray1237	Abra-De-Ilog		aust1307	dialect		
abro1238	akan1251	Abron	abr	atla1278	language	7.72094	-2.50289
abru1239	balk1252	Abruzzese-Calabrian-Molisean Romani		indo1319	dialect		
absh1238	musl1236	Absheron		indo1319	dialect		
abua1243	cent2028	Abua-Odual		atla1278	family		
abua1244	abua1243	Abua	abn	atla1278	language	4.83057	6.61492
abua1245	buki1250	Abu' Arapesh	aah	nucl1708	language	-3.461612	142.917031
abui1241	abui1242	Abui	abz	timo1261	language	-8.31058	124.588
abui1242	alor1250	Abuic		timo1261	family		
abuj1237	mari1414	Abujmaria		drav1251	dialect		
abul1238	buru1301	Abuldugu		nilo1247	dialect		
abun1252		Abun	kgr		language	-0.57073	132.416
abun1253	abun1252	Abun Je		abun1252	dialect		
abun1254	abun1252	Abun Tat		abun1252	dialect		
abun1255	abun1252	Abun Ji		abun1252	dialect		
abur1243	west2816	Abure	abu	atla1278	language	5.21534	-3.64123
abur1244	uncl1542	Abureni	mgj	atla1278	language	4.62301	6.50634
abus1238	kang1288	Abu Sinun		kadu1256	dialect		
abuu1241	agoa1234	Abu	ado	ramu1234	language	-4.24027	144.474
abuz1234	soii1239	Abuzaydabadi		indo1319	dialect		
abya1234	nata1252	Abyane'i		indo1319	dialect		
abzh1238	abkh1244	Abzhui		abkh1242	dialect		
acad1238	stan1290	Acadian		indo1319	dialect		
acat1239	west2948	Acatepec Me'phaa	tpx	otom1299	language	17.1034	-99.0602
acat1240	acat1239	Acatepec		otom1299	dialect		
acch1238	nepa1254	Acchami		indo1319	dialect		
acha1249	acha1252	Longchuan Achang	acn	sino1245	language	24.3479	97.7438
acha1250	piap1247	Achagua	aca	araw1281	language	4.38649	-72.2005
acha1252	sout3159	Achangic		sino1245	family		
ache1244	uncl1517	Ache	yif	sino1245	language	24.152	102.446
ache1245	ache1247	Acheron	acz	narr1279	language	10.8827	30.3187
ache1246	tupi1277	Aché	guq	tupi1275	language	-25.5865	-56.4697
ache1247	bura1298	Acheron-Tocho		narr1279	family		
achi1247	garo1247	Achik		sino1245	dialect		
achi1255	garo1247	A'chick		sino1245	dialect		
achi1256	quic1275	Achi	acr	maya1287	language	15.073	-90.3513
achi1257	cham1327	Acehnese	ace	aust1307	language	3.90757	96.6032
achi1258	book1242	Achi', Cubulco	acc	book1242	language		
acht1238	west2356	Achterhoeks	act	indo1319	dialect	52.021	6.47521
acht1239	xamm1241	Achterveld		tuuu1241	dialect		
achu1247	pala1350	Achumawi	acv	pala1350	language	41.0979	-121.191
achu1248	shua1256	Achuar-Shiwiar	acu	jiva1245	language	-2.82646	-77.2641
achu1249	achu1248	Achuar		jiva1245	dialect		
acii1238	apal1256	Aci		nucl1709	dialect		
acod1234	east2809	Acodi		nucl1709	dialect		
acol1236	sout2831	Acoli	ach	nilo1247	language	3.57738	32.5147
acom1246	west2632	Acoma Keres		kere1287	dialect		
acro1239	jece1235	Acroá	acs	nucl1710	language	-12.594	-40.21445
acro1240	fiji1245	Acrolectal Fiji English		indo1319	dialect		
acro1241	indo1316	Acrolectal Colloquial Jakarta Indonesian		aust1307	dialect		
adaa1238	adan1247	Ada		atla1278	dialect		
adab1235	book1242	Adabe	adb	book1242	language	-8.22674	125.576
adae1234	stan1288	Adaeseño Spanish		indo1319	dialect		
adai1235		Adai	xad		language	31.6314	-92.0059
adam1238	deaf1237	Adamorobe Sign Language	ads	sign1238	language	5.834	-0.151
adam1253	adam1260	Adamawa Fulfulde	fub	atla1278	language	8.140326	13.077338
adam1254	unun9902	Adamawa Fali		atla1278	family		
adam1257	buak1234	Adamawa Bua		atla1278	family		
adam1260	fula1265	Adamawa-Bagirmi Fulfulde		atla1278	family		
adan1247	gada1257	Adangme	ada	atla1278	language	5.9437	0.13243
adan1248	ewei1234	Adangbe	adq	atla1278	language	6.50546	0.727155
adan1249	ewee1241	Adan		atla1278	dialect		
adan1250	lund1271	Adang (Lundayeh)		aust1307	dialect		
adan1251	adan1252	Adang	adn	timo1261	language	-8.18958	124.448
adan1252	west2994	West Alor		timo1261	family		
adap1234	book1242	Adap	adp	book1242	language	27.141	90.3369
adar1242	west2719	Adarawa		afro1255	dialect		
adas1235	iban1268	Adasen	tiu	aust1307	language	17.8187	120.905
addi1234	ethi1238	Addis Ababa Ethiopian Sign Language		sign1238	dialect		
addi1235	amha1245	Addis Ababa		afro1255	dialect		
adel1244	basi1245	Adele	ade	atla1278	language	8.16975	0.619185
aden1241	taiz1242	Adeni		afro1255	dialect		
aden1242	jude1267	Aden		afro1255	dialect		
ader1239	haus1257	Aderawa		afro1255	dialect		
adew1237	mari1414	Adewada		drav1251	dialect		
adga1237	agus1235	Adgawan		aust1307	dialect		
adha1237	rade1240	Adham		aust1307	dialect		
adha1238	tati1243	Adhari		indo1319	language	40.05	48.06
adho1241	sout2831	Adhola-Alur-Luo		nilo1247	family		
adho1242	adho1241	Adhola-Luo		nilo1247	family		
adho1243	adho1242	Adhola	adh	nilo1247	language	0.73235	34.0341
adib1240	odua1238	Adibom		atla1278	dialect		
adid1237	tami1289	Adi Dravida		drav1251	dialect		
adie1238	bako1249	Adie		atla1278	dialect		
adih1238	hata1243	Adihup		hata1242	dialect		
adij1237	kowi1239	Adijaya		aust1307	dialect		
adim1238	agwa1247	Adim		atla1278	dialect		
adio1239	agne1238	Adioukrou	adj	atla1278	language	5.38228	-4.52522
adiv1238	wagd1238	Adivasi Wagdi		indo1319	dialect		
adiv1239	macr1269	Kotia-Adivasi Oriya-Desiya	ort	indo1319	language	18.1046	82.8487
adiw1235	gara1268	Adiwasi Garasia	gas	indo1319	language	24.0712	73.1426
adiy1237	ravu1237	Adiya		drav1251	dialect		
adja1238	naru1238	Adjabdurah		pama1250	dialect		
adju1239	madi1260	Adjumani		cent2225	dialect		
adku1239	halb1244	Adkuri		indo1319	dialect		
admi1239	ocea1241	Admiralty Islands		aust1307	family		
adny1235	nort2752	Adnyamathanha	adt	pama1250	language	-30.1451	138.671
adom1238	clel1238	Adoma		atla1278	dialect		
adon1237	nort3216	Adonara	adr	aust1307	language	-8.32027	123.159
adoo1237	ledo1238	Ado		aust1307	dialect		
adoy1238	anua1242	Adoyo		nilo1247	dialect		
adug1238	book1242	Aduge	adu	book1242	language	7.64567	6.13085
adun1238	cros1244	Adun		atla1278	dialect		
adur1234	indo1335	Adurgari		spee1234	language	33.79	69.32
aduu1238	taba1263	Adu		nort2923	dialect		
adyg1241	circ1239	West Circassian	ady	abkh1242	language	44	39.33
adze1240	uppe1423	Adzera	adz	aust1307	language	-6.39394	146.294
adze1241	book1242	Adzera (Retired)	azr	book1242	language		
adzh1238	sout3358	Adzhar		kart1248	dialect		
aegi1237	sout3279	Aegina		indo1319	dialect		
aeka1244	orok1268	Aeka	aez	nucl1709	language	-8.855095	147.99477
aeky1238	awin1249	Aekyom	awi	kamu1264	language	-5.88478	141.532
aeol1234	anci1249	Aeolic		indo1319	dialect		
aequ1239	umbr1253	Aequian		indo1319	dialect		
aerr1238	west2830	Aer	aeq	indo1319	language	25.254	69.029
aewa1238	kuni1265	Aewa (Western Province)		anim1240	dialect		
afaa1238	arig1246	Afa		atla1278	dialect		
afad1236	koto1268	Afade	aal	afro1255	language	12.0551	14.6343
afar1241	saho1245	Afar	aar	afro1255	language	12.2281	41.8083
afas1238	soma1255	Af-Ashraaf		afro1255	dialect		
afen1234	nort3182	Afenmai-Bendel		atla1278	family		
affa1240	lagw1237	Affade		afro1255	dialect		
affi1239	band1340	Affiniam		atla1278	dialect		
afgh1239	deaf1237	Afghan Sign Language	afg	sign1238	language	34.434167	70.447778
afgh1240	pers1247	Afghanistan Gorbat		mixe1287	language		
afgh1241	west2368	Afghanistan Balochi		indo1319	dialect		
afhe1238	maay1238	Af-Helledi		afro1255	dialect		
afik1238	nucl1417	Afikpo		atla1278	dialect		
afit1238	nyim1244	Afitti	aft	nyim1244	language	12.446	30.7611
afor1239	esee1247	Afore		koia1260	dialect		
afri1271	nort2648	Afridi		indo1319	dialect		
afri1272	putu1241	Afrike		atla1278	dialect		
afri1273	glob1241	Afrikaansic		indo1319	family		
afri1274	afri1273	Afrikaans	afr	indo1319	language	-22	30
afri1275	arti1236	Afrihili	afh	arti1236	language		
afri1276	sout3302	African American Vernacular English		indo1319	dialect		
afro1254	gull1243	Afro-Seminole Creole	afs	indo1319	language	31.7843	-99.2934
afro1255		Afro-Asiatic			family		
afro1260	boli1265	Afro-Bolivian Spanish		indo1319	dialect		
afsh1238	sout2697	Afshari		turk1311	dialect		
afsh1239	qash1240	Afsharic		turk1311	dialect		
afta1234	sork1239	Aftari		indo1319	dialect	35.36	53.7
afud1235	unun9911	Afudu		atla1278	language	9.831149	11.296849
agaa1241	mong1330	Aga		mong1349	dialect		
agal1241	gumu1244	Agalo		gumu1250	dialect		
agam1238	mina1268	Agam		aust1307	dialect		
agan1234	surg1248	Agan		ural1272	dialect		
agan1235	fore1274	Agan Nenets		ural1272	dialect		
agar1249	sout2833	Agar		nilo1247	dialect		
agar1250	konk1267	Agari of Kolaba		indo1319	dialect		
agar1251	drav1252	Agariya	agi	unat1236	language	24.5024	82.297
agar1252	gads1260	Agarabi	agd	nucl1709	language	-6.20604	145.917
agat1236	idom1263	Agatu	agc	atla1278	language	7.97915	7.71639
agau1239	tsik1238	Agaunshe		atla1278	dialect		
agav1236	araw1288	Agavotaguerra	avo	unat1236	language	-13.29849	-53.43936
agay1235	koke1241	Agayop		nucl1709	dialect		
agba1238	urho1239	Agbarho		atla1278	dialect		
agbi1234	atla1282	Agbirigba		spee1234	language		
agbo1241	fonn1241	Agbome		atla1278	dialect		
agbo1242	urho1239	Agbon		atla1278	dialect		
agee1238	nort2815	Ageer		nilo1247	dialect		
aghe1239	aghe1241	Aghem	agq	atla1278	language	6.38956	10.0807
aghe1240	west2835	Aghemic		atla1278	family		
aghe1241	aghe1240	Aghem-Weh		atla1278	family		
agho1238	ogbi1239	Agholo		atla1278	dialect		
aghu1253	aghu1260	Aghul	agx	nakh1245	language	41.9242	47.5843
aghu1254	thay1250	Aghu Tharnggalu	ggr	pama1250	language	-13.735	142.426
aghu1255	mapp1234	Aghu	ahh	nucl1709	language	-6.34674	140.043
aghu1256	book1242	Aghu Tharnggalu (Retired)	gtu	book1242	language	-15	144
aghu1259	east2367	Aghul-Lezgi		nakh1245	family		
aghu1260	aghu1259	Aghulic		nakh1245	family		
aghw1237	udia1235	Aghwan	xag	nakh1245	language	40.374444	47.126667
agii1244	moru1253	Agi (Moru)		cent2225	dialect		
agii1245	agiy1234	Agi	aif	nucl1708	language	-3.49104	142.387
agiy1234	west2788	Agi-Yeri		nucl1708	family		
agne1238	nyoa1234	Agneby		atla1278	family		
agoa1234	ramu1234	Agoan		ramu1234	family		
agob1244	paho1240	Agob-Ende-Kawam	kit	paho1240	language	-9.08521	142.532
agob1245	agob1244	Agöb		paho1240	dialect		
agoi1244	genn1243	Agoi (Gen)		atla1278	dialect		
agoi1245	uppe1418	Agoi-Doko-Iyoniyong		atla1278	family		
agoi1246	agoi1245	Robambami	ibm	atla1278	language	5.87953	8.21629
agoi1247	agoi1246	Agoi-Efom		atla1278	dialect		
agon1238	akan1250	Agona		atla1278	dialect		
agra1238	birg1239	Agrab		afro1255	dialect		
agta1234	para1320	Agta-Pahanan	apf	aust1307	language	17.0538	122.2802
agua1251	araw1288	Aguano	aga	unat1236	language	-5.25	-75.8333
agua1252	ixil1250	Aguacateco	agu	maya1287	language	15.3307	-91.3153
agua1253	jiva1245	Aguaruna	agr	jiva1245	language	-5.30044	-77.9218
agua1254	cofa1242	Aguarico		cofa1242	dialect		
aguf1237	faga1239	Agufi		aust1307	dialect		
agul1243	agul1245	Agulis		indo1319	dialect		
agul1244	aghu1253	Central Agul		nakh1245	dialect		
agul1245	nucl1235	Agulis-Meghri		indo1319	dialect		
agun1238	ewei1234	Aguna	aug	atla1278	language	7.49256	1.74452
aguo1238	sout2832	Aguok		nilo1247	dialect		
agus1235	east2478	Agusan Manobo	msm	aust1307	language	8.62731	125.742
agut1237	kala1389	Agutaynen	agn	aust1307	language	10.5328	119.655
aguu1241	rawa1265	Agu		sino1245	dialect		
aguu1242	ewee1241	Agu (Ewe)		atla1278	dialect		
agwa1246	alag1242	Agwatashi		atla1278	dialect		
agwa1247	kohu1243	Agwagwune	yay	atla1278	language	5.81055	8.03166
ahaf1238	akan1250	Ahafo		atla1278	dialect		
ahan1243	sout2779	Ahanta	aha	atla1278	language	4.85147	-1.94657
ahan1244	ayer1244	Àhàn	ahn	atla1278	language	7.44139	6.00896
ahea1235	keor1235	Aheave		nucl1580	dialect		
ahea1240	book1242	Ahe	ahe	book1242	language		
ahei1238	ngil1242	Aheima		narr1279	dialect		
aher1237	east2880	Aheri Gondi	esg	drav1251	language	19.4163	80.0058
aheu1239	chut1252	Thavung	thm	aust1305	language	17.7655	104.229
ahin1234	kall1244	Ahin-Kayapa Kalanguya	kak	aust1307	language	16.321	120.90003
ahir1242	bhil1251	Ahiri		indo1319	dialect		
ahir1243	book1242	Ahirani	ahr	book1242	language	21.552	73.685
ahkk1235	sout2845	AHK		sout2845	family		
ahom1240	assa1264	Ahom	aho	taik1256	language	27.2778	88.464
ahou1236	nort3188	Ahouic		taik1256	family		
ahte1237	sout3337	Ahtena	aht	atha1245	language	61.7068	-144.889
ahua1238	sant1454	Ahuatempan Popoloca		otom1299	dialect		
ahue1234	tono1234	Ahuelicán		utoa1244	dialect		
ahva1234	khuz1234	Ahvazi		indo1319	dialect		
ahwa1235	benu1248	Ndunic	nfd	atla1278	language	9.17635	8.56205
ahwa1239	nucl1706	Ahwaz		afro1255	dialect		
aial1237	moli1248	Ai'alu		aust1307	dialect		
aian1241	ramu1234	Aian		ramu1234	family		
aibo1237	wand1267	Aibondeni		aust1307	dialect		
aich1238	maka1300	Ai-Cham	aih	taik1256	language	25.4908	107.844
aiew1238	safe1240	Aiewomba		anga1289	dialect		
aigh1235	pasi1254	Aighon	aix	aust1307	language	-5.99488	150.272
aigo1239	aigh1235	Aigon		aust1307	dialect		
aigu1239	xibe1242	Aigun		tung1282	dialect		
aika1237		Aikanã	tba		language	-12.6695	-60.5353
aikl1237	west2530	Aiklep	mwg	aust1307	language	-6.23575	149.571
aiko1237	mori1269	Aikoa		aust1307	dialect		
aiku1240	book1242	Aiku	mzf	book1242	language		
aima1241	east2745	Aimaq	aiq	indo1319	language	35.283	59.1756
aima1242	kuna1268	Aimara		kuna1268	dialect		
aime1238	bosa1246	Aimele	ail	bosa1245	language	-6.68656	142.656
aimo1244	cent2411	Aimol	aim	sino1245	language	24.6437	94.3556
aimo1245	adan1251	Aimoli		timo1261	dialect		
ainb1238	pagi1245	Ainbai	aic	bord1247	language	-3.09214	141.149
aine1237	jenn1240	Ane Kuruba		drav1251	dialect		
ainu1240	hokk1250	Hokkaido Ainu	ain	ainu1252	language	43.633654	142.46167
ainu1251	uigh1243	Ainu (China)	aib	turk1311	language	39.2714	76.4209
ainu1252		Ainu			family		
aiom1240	aian1241	Aiome	aki	ramu1234	language	-5.13467	144.765
aird1238	kibi1239	Aird Hills		kibi1239	dialect		
airm1240	kupa1239	Air Mata		aust1307	dialect		
airm1241	tons1240	Airmadidi		aust1307	dialect		
airo1242	west1486	Airoran	air	kwer1242	language	-1.8522	138.158
airr1238	tagd1238	Tarbun		song1307	dialect		
airr1242	taya1257	Air (Berber)		afro1255	dialect		
airy1239	west2924	Airym		turk1311	dialect		
aisi1234	east2767	Aisian		nucl1709	family		
aita1238	roto1249	Aita		nort2933	dialect		
aito1238	assa1275	Aiton	aio	taik1256	language	26.5145	92.3169
aitu1237	raro1241	Aitutaki		aust1307	dialect		
aiya1239	tami1289	Aiyangar		drav1251	dialect		
aiya1240	tami1289	Aiyar		drav1251	dialect		
aiye1241	west2472	Aiyegunle		atla1278	dialect		
aiye1242	shua1254	||'Aiye		khoe1240	dialect		
aizi1248	greb1258	Aizi		krua1234	family		
aizu1241	sout2953	Aizu		japo1237	dialect		
ajab1235	gbee1241	Aja (Benin)	ajg	atla1278	language	7.06634	1.64992
ajam1240	cent2117	Ajam		nucl1709	dialect		
ajas1235	kres1240	Aja (South Sudan)	aja	kres1240	language	8.58003	25.6122
ajaw1236	west2998	Ajawa	ajw	afro1255	language	10.21	9.89205
ajee1238	arig1246	Aje		atla1278	dialect		
ajie1238	houa1234	Ajië	aji	aust1307	language	-21.3029	165.468
ajir1238	guja1253	Ajiri of Hazara		indo1319	dialect		
ajiw1238	mpur1239	Ajiw		mpur1239	dialect		
ajra1238	tofi1235	Ajra		atla1278	dialect		
ajug1238	avok1242	Ajugu		cent2225	dialect		
ajuh1237	lawa1257	Ajuh		aust1307	dialect		
ajum1239	myen1241	Ajumba		atla1278	dialect		
ajyi1238	ashe1271	Ajyíninka Apurucayali	cpc	araw1281	language	-9.82364	-74.61947
akaa1242	akak1254	Aka	soh	east2386	language	11.2101	33.6524
akab1248	boca1235	Akabo	akm	grea1241	language	12.3629	92.8011
akab1249	sout2683	Akabea	abj	grea1241	language	12.3782	92.7818
akab1250	esee1247	Akabafa		koia1260	dialect		
akac1240	boca1235	Akacari	aci	grea1241	language	13.49086	92.94855
akaj1239	jeru1239	Akajeru	akj	grea1241	language	13.1525	92.9504
akak1251	jeru1239	Akakora	ack	grea1241	language	12.0944	92.7466
akak1252	nort3276	Akakede	akx	grea1241	language	12.8494	92.8227
akak1253	okol1242	Akakol	aky	grea1241	language	12.73253	92.78661
akak1254	east2386	Aka-Kelo-Molo		east2386	family		
akal1238	nyis1236	Aka Lel		sino1245	dialect		
akam1238	west2482	Akamkpa-Ejagham		atla1278	dialect		
akan1248	nana1257	Nuclear Nanai		tung1282	dialect		
akan1250	akan1251	Akan	aka	atla1278	language	6.34756	-1.33254
akan1251	cent2262	Akanic		atla1278	family		
akar1243	sout2683	Akarbale	acl	grea1241	language	12.6663	92.8278
akar1244	east2379	Akarre		pama1250	dialect		
akas1241	sout2774	Akassa		ijoi1239	dialect		
akas1242	ntch1241	Akaselem	aks	atla1278	language	8.8858	1.37035
akaw1239	kapo1251	Akawaio-Ingariko	ake	cari1283	language	6.16277	-60.862
akaw1241	akaw1239	Akawaio		cari1283	dialect		
akeb1238	kebu1246	Akebu	keu	atla1278	language	7.78365	0.77668
akee1238	eggo1240	Akye	aik	atla1278	language	8.59543	8.75768
akei1237	west2845	Akei	tsr	aust1307	language	-15.6377	166.767
akel1234	nucl1803	Akeleic		atla1278	family		
akel1235	ngun1272	Akelel		atla1278	dialect		
aker1238	west2441	Akerre		pama1250	dialect		
akeu1235	akeu1236	Akeu	aeu	sino1245	language	22.1959	101.0823
akeu1236	akha1246	Akeuic		sino1245	family		
akha1245	akha1246	Akha	ahk	sino1245	language	21.2309	100.964
akha1246	haya1251	Akhaic		sino1245	family		
akhm1237	uppe1445	Akhmimic		afro1255	dialect		
akho1238	haio1238	Akhoe		khoe1240	dialect		
akht1238	lezg1247	Akhty		nakh1245	dialect		
akhv1239	akhv1240	Northern Akhvakh	akv	nakh1245	language	42.4003	46.3037
akhv1240	andi1254	Akhvakhic		nakh1245	family		
akib1234	anem1249	Akiblik		anem1249	dialect		
akii1238	apal1256	Aki		nucl1709	dialect		
akim1239	toho1245	Akimel O'odham		utoa1244	dialect		
akit1240	nort2934	Akita		japo1237	dialect		
akka1237	main1280	Akkala Saami	sia	ural1272	language	67.8625	32.4046
akka1240	east2678	Akkadian	akk	afro1255	language	33.1	44.1
akkk1240	yell1247	Ak	akq	sepi1257	language	-3.57026	141.784
akla1240	west2820	Aklanon	akl	aust1307	language	11.55432	122.35413
akla1241	akla1240	Kailibo Aklanon		aust1307	dialect	11.5543	122.354
aknn1239	asia1266	Akn		indo1319	dialect		
akol1237	east2763	Akolet	akt	aust1307	language	-6.22711	150.182
akon1238	yoru1245	Southeast Yoruba		atla1278	dialect		
akoo1247	akha1245	Ako		sino1245	dialect		
akoo1248	cent2284	Akoose	bss	atla1278	language	4.9243	9.65522
akoo1249	ekpe1253	Ako (Atlantic-Congo)		atla1278	dialect		
akoo1250	bada1261	Ako (Indonesia)		aust1307	dialect		
akoy1238	tain1255	Akoye	miw	anga1289	language	-7.66067	145.669
akpa1238	yaty1238	Akpa	akf	atla1278	language	7.32586	8.01629
akpa1243	siwu1238	Akpafu		atla1278	dialect		
akpe1247	anii1245	Akpe		atla1278	dialect		
akpe1248	akpe1249	Akpes	ibe	atla1278	language	7.50256	5.95559
akpe1249	benu1247	Akpes-Edoid		atla1278	family		
akpo1242	ikwe1242	Akpo-Mgbu-Tolu		atla1278	dialect		
akpo1243	alum1251	Akpondu		atla1278	language	9.235232	8.545454
akra1234	para1315	Akrãtikatêjê		nucl1710	dialect		
akre1239	sout3317	Akre		indo1319	dialect		
akru1241	tamo1242	Chini	afi	ramu1234	language	-4.88687	144.821
aksa1237	qawa1238	Wellington Kawésqar		kawe1237	dialect		
akua1239	twii1234	Akuapem		atla1278	dialect		
akuk1235	okpe1251	Akuku	ayk	atla1278	language	7.40354	6.34264
akum1238	akum1239	Akum	aku	atla1278	language	6.85716	9.96261
akum1239	yuku1244	Akum-Beezen		atla1278	family		
akun1239	akpe1248	Akunnu		atla1278	dialect		
akun1241	akun1243	Akuntsu	aqz	tupi1275	language	-12.8322	-60.9716
akun1243	nucl1716	Corumbiara		tupi1275	family		
akur1238	tiri1260	Akurio	ako	cari1283	language	3.19607	-55.6294
akus1238	aqus1234	Akusha		nakh1245	dialect		
akwa1247	pong1250	Akwa (Nigeria)		atla1278	dialect		
akwa1248	koyo1244	Akwa	akw	atla1278	language	-0.39897	15.4623
akwa1249	mada1282	Akwanga		atla1278	dialect		
akya1234	pend1244	Akyaung Ari Naga	nqy	book1242	language		
akye1239	akan1250	Akyem Bosome		atla1278	dialect		
alab1237	alab1247	Alabama	akz	musk1252	language	30.76738	-94.62848
alab1246	alab1255	Alabat Island Agta	dul	aust1307	language	14.1217	122.014
alab1247	musk1252	Alabaman-Koasati		musk1252	family		
alab1254	kamb1318	Alaba-K'abeena	alw	afro1255	language	7.39014	38.1732
alab1255	cent2246	Alabat-Manide Agta		aust1307	family		
alab1256	noga1249	Alabugat Tatar		turk1311	dialect	43.59	46.66
alac1239	kawe1237	Alacalufe-Austral		kawe1237	language	-54.788017	-70.140381
alac1240	nort1506	Alacalufe-Central		kawe1237	language	-53.435719	-71.04126
alac1244	nucl1835	Alacatlatzala Mixtec	mim	otom1299	language	17.25	-98.58
alad1239	wudu1238	Alada		atla1278	dialect		
alag1242	nucl1732	Alago	ala	atla1278	language	8.34986	8.52085
alag1243	iray1237	Alag-Bako		aust1307	dialect		
alag1248	nort3164	Alagwa	wbj	afro1255	language	-4.64148	35.7231
alag1249	book1242	Alaguilac		book1242	language		
alak1252	bahn1262	Alakong		aust1305	dialect		
alak1253	west2399	Alak	alk	aust1305	language	15.5565	106.597
alak1254	abui1241	Alakaman		timo1261	dialect		
alam1246	east2496	Alamblak	amp	sepi1257	language	-4.66307	143.316
alan1247	east2303	Åland Islands Swedish		indo1319	dialect	60.2151	19.9422
alan1248	anyi1245	Alangua		atla1278	dialect		
alan1249	nort2873	Alangan	alj	aust1307	language	13.0982	121.022
alan1250	sian1257	Alango		nucl1709	dialect		
alap1235	namb1301	Alapmunte	apv	unat1236	language	-12.329886	-59.996702
alar1239	russ1264	Alar		mong1349	dialect		
alas1253	nort2665	Alasai		indo1319	dialect		
alas1254	bata1292	Alas		aust1307	dialect		
alas1256	kalm1243	Alasha Oirad		mong1349	dialect		
alas1257	gwic1235	Alaskan Kutchin		atha1245	dialect		
alat1245	ngem1255	Alatening		atla1278	dialect		
alat1246	sout2994	Alatesu		namb1299	dialect		
alaw1244	mara1414	Alawa	alh	mang1423	language	-15.5458	134.282
alay1234	pama1251	Alaya-Athima		pama1250	family		
alba1267	clas1257	Albanian	sqi	indo1319	family		
